PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,3,Loving the new update!,2025-03-18 16:02:25,74,3,"#bug,#AI,#tech",0.69
102,7,Needs dark mode ASAP!,2025-03-18 07:02:25,33,25,"#love,#fail,#bug",0.11
103,8,Can’t stop using it!,2025-03-19 05:02:25,10,28,#fail,-0.12
104,4,Worst experience ever.,2025-03-23 16:02:25,109,6,"#social,#fail,#UX",-0.81
105,8,This app keeps crashing. So annoying.,2025-03-24 10:02:25,75,42,"#mood,#UX",0.51
106,6,Great performance on mobile.,2025-03-22 05:02:25,19,14,"#tech,#fail",0.84
107,10,Worst experience ever.,2025-03-16 07:02:25,101,8,"#design,#mood",0.71
108,5,Can’t stop using it!,2025-03-17 01:02:25,40,7,#tech,-0.21
109,6,Worst experience ever.,2025-03-17 13:02:25,128,28,"#love,#cleanUI,#mood",-0.93
110,5,Worst experience ever.,2025-03-20 04:02:25,74,26,"#fail,#AI,#bug",0.1
111,7,Can’t stop using it!,2025-03-15 20:02:25,74,10,#love,-0.87
112,10,Needs dark mode ASAP!,2025-03-19 23:02:25,34,28,#AI,-0.02
113,3,This app keeps crashing. So annoying.,2025-03-24 18:02:25,13,23,"#love,#mood,#UX",-0.41
114,1,Worst experience ever.,2025-03-15 21:02:25,102,32,#AI,-0.56
115,10,Just another day...,2025-03-20 03:02:25,52,31,"#UX,#social",-0.83
116,6,Great performance on mobile.,2025-03-25 15:02:25,7,29,#social,0.77
117,8,Needs dark mode ASAP!,2025-03-18 05:02:25,91,16,"#cleanUI,#tech,#bug",0.46
118,2,This app keeps crashing. So annoying.,2025-03-21 13:02:25,134,26,"#tech,#UX,#fail",-0.13
119,6,Such a smooth interface!,2025-03-18 08:02:25,59,20,"#social,#love",0.52
120,7,I’m impressed with the speed.,2025-03-24 19:02:25,106,33,"#cleanUI,#design,#fail",0.97
121,1,This app keeps crashing. So annoying.,2025-03-16 11:02:25,103,46,"#fail,#social",0.74
122,8,This app keeps crashing. So annoying.,2025-03-21 18:02:25,112,37,"#social,#bug",0.13
123,10,I’m impressed with the speed.,2025-03-25 15:02:25,41,12,"#bug,#AI",-0.45
124,5,Can’t stop using it!,2025-03-21 04:02:25,29,45,#tech,-0.68
125,3,This app keeps crashing. So annoying.,2025-03-24 08:02:25,69,35,#social,0.41
126,7,Needs dark mode ASAP!,2025-03-16 12:02:25,12,39,#social,0.97
127,5,Just another day...,2025-03-22 19:02:25,43,49,#bug,0.19
128,4,Worst experience ever.,2025-03-17 03:02:25,13,25,"#love,#social",-0.01
129,2,Absolutely love the UX!,2025-03-21 18:02:25,148,43,"#love,#design,#social",-0.05
130,8,Can’t stop using it!,2025-03-18 17:02:25,106,39,#fail,0.43
131,4,Just another day...,2025-03-19 18:02:25,127,28,#tech,0.84
